scientific_name_original,scientific_name_MG,functional_twig,removal_date,removal_reason
Asparagus mucronatus,Asparagus mucronatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus retrofractus,Asparagus retrofractus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus rubicundus,Asparagus rubicundus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus scandens,Asparagus scandens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus striatus,Asparagus striatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus suaveolens,Asparagus suaveolens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asparagus subulatus,Asparagus subulatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Asplenium cordatum,Ceterach cordatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Atalaya capensis,Atalaya capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia bremeri,Athanasia bremeri,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia calophylla,Athanasia calophylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia flexuosa,Athanasia flexuosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia linifolia,Athanasia linifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia microphylla,Athanasia microphylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia pinnata,Athanasia pinnata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia tomentosa,Athanasia tomentosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athanasia trifurcata,Athanasia trifurcata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Athrixia heterophylla,Athrixia heterophylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aulax cancellata,Aulax cancellata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aulax pallasia,Aulax pallasia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Aulax umbellata,Aulax umbellata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Azima tetracantha,Azima tetracantha,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana ambigua,Babiana ambigua,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana sambucina,Babiana sambucina,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Babiana villosula,Babiana villosula,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Barleria obtusa,Barleria obtusa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya barbata,Berkheya barbata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berkheya cruciata,Berkheya cruciata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia abrotanoides,Berzelia abrotanoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia albiflora,Brunia albiflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia alopecuroides,Brunia alopecuroides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia burchellii,Berzelia burchellii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia dregeana,Berzelia dregeana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia ecklonii,Berzelia ecklonii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia galpinii,Berzelia galpinii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia intermedia,Berzelia intermedia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia lanuginosa,Berzelia lanuginosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Berzelia stokoei,Brunia stokoei,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Blechnum capense,Blechnum capense,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Blechnum punctulatum,Blechnum punctulatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
