scientific_name_original,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,recovery_status,releve_ID,plot,year,subregion,latitude,longitude,percent_cover,abundance_class,cover_method,plot_percent_cover,relative_percent_cover,plot_size
Helichrysum herbaceum,Helichrysum herbaceum,(Andrews) Sweet,Asteraceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Helichrysum nudifolium,Helichrysum nudifolium,(L.) Less.,Asteraceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Hermannia flammea,Hermannia flammea,Jacq.,Malvaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Hibiscus aethiopicus,Hibiscus aethiopicus,L.,Malvaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,1,NA,percent_cover_continuous,50.5,0.019801980198019802,NA
Indigofera heterophylla,Indigofera heterophylla,Thunb.,Fabaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Leucadendron salignum,Leucadendron salignum,P.J.Bergius,Proteaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Lobostemon echioides,Lobostemon echioides,Lehm.,Boraginaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Merxmuellera stricta,Tenaxia stricta,(Schrad.) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,4,NA,percent_cover_continuous,50.5,0.07920792079207921,NA
Metalasia pungens,Metalasia pungens,D.Don,Asteraceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,1,NA,percent_cover_continuous,50.5,0.019801980198019802,NA
Monsonia emarginata,Monsonia emarginata,(L.f.) L'Hér.,Geraniaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Pelargonium ovale,Pelargonium ovale,(Burm.f.) L'Hér.,Geraniaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,2,NA,percent_cover_continuous,50.5,0.039603960396039604,NA
Pentaschistis species,Pentaschistis,(Nees) Spach,Poaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Peucedanum tenuifolium,Silaum silaus,(L.) Schinz & Thell.,Apiaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Phylica lachneaeoides,Phylica lachneaeoides,Pillans,Rhamnaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Protea tenax,Protea tenax,(Salisb.) R.Br.,Proteaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Ruschia species,Ruschia,Schwantes,Aizoaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Scabiosa columbaria,Scabiosa columbaria,L.,Caprifoliaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Selago glomerata,Selago glomerata,Thunb.,Scrophulariaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Senecio oliganthus,Senecio pauciflosculosus,C.Jeffrey,Asteraceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Stoebe burchellii,Stoebe burchellii,Levyns,Asteraceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Themeda triandra,Themeda triandra,Forssk.,Poaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,10,NA,percent_cover_continuous,50.5,0.19801980198019803,NA
Thesium carinatum,Thesium carinatum,A.DC.,Santalaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Thesium species,Thesium,L.,Santalaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Tristachya leucothrix,Tristachya leucothrix,Trin. ex Nees,Poaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,1,NA,percent_cover_continuous,50.5,0.019801980198019802,NA
Wahlenbergia neorigida,Wahlenbergia neorigida,Lammers,Campanulaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Zygophyllum flexuosum,Roepera flexuosa,(Eckl. & Zeyh.) Beier & Thulin,Zygophyllaceae,wfo_matched,BK_6_1992,BK_6,1992,baviaanskloof,-33.70197,24.20012,0.5,NA,percent_cover_continuous,50.5,0.009900990099009901,NA
Asparagus africanus,Asparagus africanus,Lam.,Asparagaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.1,NA,percent_cover_continuous,42.7,0.00234192037470726,NA
Asparagus species,Asparagus,L.,Asparagaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Carissa bispinosa,Carissa bispinosa,Desf.,Apocynaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,3,NA,percent_cover_continuous,42.7,0.0702576112412178,NA
Cotyledon woodii,Cotyledon woodii,Schönland & Baker f.,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Crassula cultrata,Crassula cultrata,L.,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Crassula mollis,Crassula mollis,Thunb.,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Crassula ovata,Crassula ovata,(Mill.) Druce,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,1,NA,percent_cover_continuous,42.7,0.023419203747072598,NA
Crassula perforata,Crassula perforata,Thunb.,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Crassula pubescens,Crassula pubescens,Thunb.,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Crassula rogersii,Crassula rogersii,Schönland,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Eragrostis curvula,Eragrostis curvula,(Schrad.) Nees,Poaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Euclea undulata,Euclea undulata,Thunb.,Ebenaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,5,NA,percent_cover_continuous,42.7,0.11709601873536299,NA
Euphorbia atrispina,Euphorbia heptagona,L.,Euphorbiaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,3,NA,percent_cover_continuous,42.7,0.0702576112412178,NA
Felicia muricata,Felicia muricata,Nees,Asteraceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,2,NA,percent_cover_continuous,42.7,0.046838407494145196,NA
Grewia occidentalis,Grewia occidentalis,L.,Malvaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,2,NA,percent_cover_continuous,42.7,0.046838407494145196,NA
Helichrysum cymosum,Helichrysum cymosum,(L.) D.Don,Asteraceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Heliophila glauca,Heliophila glauca,Burch. ex DC.,Brassicaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Hibiscus aethiopicus,Hibiscus aethiopicus,L.,Malvaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.1,NA,percent_cover_continuous,42.7,0.00234192037470726,NA
Kalanchoe rotundifolia,Kalanchoe rotundifolia,Haw.,Crassulaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Maytenus undata,Maytenus undata,(Thunb.) Blakelock,Celastraceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,1,NA,percent_cover_continuous,42.7,0.023419203747072598,NA
Portulacaria afra,Portulacaria afra,Jacq.,Didiereaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,8,NA,percent_cover_continuous,42.7,0.18735362997658078,NA
Pteronia incana,Pteronia incana,(Burm.f.) DC.,Asteraceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,8,NA,percent_cover_continuous,42.7,0.18735362997658078,NA
Putterlickia pyracantha,Putterlickia pyracantha,(L.) Szyszył.,Celastraceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,2,NA,percent_cover_continuous,42.7,0.046838407494145196,NA
Ruschia species,Ruschia,Schwantes,Aizoaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Sarcostemma viminale,Cynanchum viminale,(L.) L.,Apocynaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Stipa dregeana,Stipa dregeana,Steud.,Poaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Viscum rotundifolium,Viscum rotundifolium,L.f.,Santalaceae,wfo_matched,BK_7_1992,BK_7,1992,baviaanskloof,-33.63822,24.23439,0.5,NA,percent_cover_continuous,42.7,0.011709601873536299,NA
Agathosma mucronulata,Agathosma mucronulata,Sond.,Rutaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,4,NA,percent_cover_continuous,67,0.05970149253731343,NA
Anthospermum aethiopicum,Anthospermum aethiopicum,L.,Rubiaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,1,NA,percent_cover_continuous,67,0.014925373134328358,NA
Aristida junciformis,Aristida junciformis,Trin. & Rupr.,Poaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,2,NA,percent_cover_continuous,67,0.029850746268656716,NA
Aspalathus kougaensis,Aspalathus kougaensis,(Garab. ex R.Dahlgren) R.Dahlgren,Fabaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,1,NA,percent_cover_continuous,67,0.014925373134328358,NA
Asparagus africanus,Asparagus africanus,Lam.,Asparagaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,1,NA,percent_cover_continuous,67,0.014925373134328358,NA
Chrysanthemoides monilifera,Chrysanthemoides monilifera,(L.) Norl.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,1,NA,percent_cover_continuous,67,0.014925373134328358,NA
Crassula ericoides,Crassula ericoides,Haw.,Crassulaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Crassula species,Crassula,L.,Crassulaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Ehrharta calycina,Ehrharta calycina,Sm.,Poaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Euclea schimperi,Euclea racemosa subsp. schimperi,(A.DC.) F.White,Ebenaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,1,NA,percent_cover_continuous,67,0.014925373134328358,NA
Gazania krebsiana,Gazania krebsiana,Less.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Gerbera species,Gerbera,L.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Helichrysum anomalum,Helichrysum anomalum,Less.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Helichrysum cymosum,Helichrysum cymosum,(L.) D.Don,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Helichrysum nudifolium,Helichrysum nudifolium,(L.) Less.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Hermannia filifolia,Hermannia filifolia,L.f.,Malvaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Hermannia flammea,Hermannia flammea,Jacq.,Malvaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Hibiscus aethiopicus,Hibiscus aethiopicus,L.,Malvaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Oedera squarrosa,Oedera squarrosa,(L.) Anderb. & K.Bremer,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Othonna carnosa,Othonna carnosa,Less.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Othonna species,Othonna,L.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Panicum maximum,Megathyrsus maximus,(Jacq.) B.K.Simon & S.W.L.Jacobs,Poaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Pelargonium reniforme,Pelargonium reniforme,(Andrews) Curtis,Geraniaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Pteronia incana,Pteronia incana,(Burm.f.) DC.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Rhus rosmarinifolia,Searsia rosmarinifolia,(Vakl) F.A.Barkley,Anacardiaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Ruschia species,Ruschia,Schwantes,Aizoaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Stachys aethiopica,Stachys aethiopica,L.,Lamiaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Themeda triandra,Themeda triandra,Forssk.,Poaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,45,NA,percent_cover_continuous,67,0.6716417910447762,NA
Thesium species,Thesium,L.,Santalaceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Vernonia capensis,Hilliardiella pinifolia,(Less.) H.Rob.,Asteraceae,wfo_matched,BK_8_1992,BK_8,1992,baviaanskloof,-33.67001,24.20916,0.5,NA,percent_cover_continuous,67,0.007462686567164179,NA
Adromischus maculatus,Adromischus maculatus,(Salm-Dyck) Lem.,Crassulaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Aspalathus kougaensis,Aspalathus kougaensis,(Garab. ex R.Dahlgren) R.Dahlgren,Fabaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,1,NA,percent_cover_continuous,24.5,0.04081632653061224,NA
Cheilanthes parviloba,Anthonya parviloba,(Sw.) Windham & Pryer,Pteridaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Chrysocoma ciliata,Chrysocoma ciliata,L.,Asteraceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Commelina africana,Commelina africana,L.,Commelinaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Crassula mollis,Crassula mollis,Thunb.,Crassulaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Cyanella lutea,Cyanella lutea,L.f.,Tecophilaeaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Digitaria eriantha,Digitaria eriantha,Steud.,Poaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,1,NA,percent_cover_continuous,24.5,0.04081632653061224,NA
Euphorbia atrispina,Euphorbia heptagona,L.,Euphorbiaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,2,NA,percent_cover_continuous,24.5,0.08163265306122448,NA
Felicia muricata,Felicia muricata,Nees,Asteraceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Helichrysum anomalum,Helichrysum anomalum,Less.,Asteraceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Helichrysum zeyheri,Helichrysum zeyheri,Less.,Asteraceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Passerina obtusifolia,Passerina obtusifolia,Thoday,Thymelaeaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,10,NA,percent_cover_continuous,24.5,0.40816326530612246,NA
Pentaschistis pallida,Pentameris pallida,(Thunb.) Galley & H.P.Linder,Poaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Ruschia species,Ruschia,Schwantes,Aizoaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,4,NA,percent_cover_continuous,24.5,0.16326530612244897,NA
Senecio linifolius,Senecio linifolius,L.,Asteraceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Sutera denudata,Chaenostoma denudatum,Benth.,Scrophulariaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Tephrosia capensis,Tephrosia capensis,(Jacq.) Pers.,Fabaceae,wfo_matched,BK_9_1992,BK_9,1992,baviaanskloof,-33.63897,24.23571,0.5,NA,percent_cover_continuous,24.5,0.02040816326530612,NA
Aspalathus rubens,Aspalathus rubens,Thunb.,Fabaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,2,NA,percent_cover_continuous,27.500000000000004,0.07272727272727272,NA
Athanasia linifolia,Athanasia linifolia,Burm.f.,Asteraceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Brunia nodiflora,Widdringtonia nodiflora,(L.) Powrie,Cupressaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Corymbium africanum,Corymbium africanum,L.,Asteraceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Diospyros austro-africana,Diospyros pubescens,Pers.,Ebenaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.1,NA,percent_cover_continuous,27.500000000000004,0.003636363636363636,NA
Erica strigilifolia,Erica strigilifolia,Salisb.,Ericaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Ficinia filiformis,Ficinia filiformis,(Lam.) Schrad.,Cyperaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Gibbaria scabra,Gibbaria scabra,(Thunb.) Norl.,Asteraceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Hypodiscus striatus,Hypodiscus striatus,(Kunth) Mast.,Restionaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,1,NA,percent_cover_continuous,27.500000000000004,0.03636363636363636,NA
Indigofera sulcata,Indigofera sulcata,DC.,Fabaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Leucadendron salignum,Leucadendron salignum,P.J.Bergius,Proteaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,1,NA,percent_cover_continuous,27.500000000000004,0.03636363636363636,NA
Leucospermum cuneiforme,Leucospermum cuneiforme,(Burm.f.) Rourke,Proteaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,1,NA,percent_cover_continuous,27.500000000000004,0.03636363636363636,NA
Metalasia massonii,Metalasia massonii,S.Moore,Asteraceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,2,NA,percent_cover_continuous,27.500000000000004,0.07272727272727272,NA
Metalasia pungens,Metalasia pungens,D.Don,Asteraceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
Muraltia juniperifolia,Muraltia juniperifolia,DC.,Polygalaceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.1,NA,percent_cover_continuous,27.500000000000004,0.003636363636363636,NA
Osteospermum imbricatum,Osteospermum imbricatum,Harv.,Asteraceae,wfo_matched,BK_10_1992,BK_10,1992,baviaanskloof,-33.70192,24.20001,0.5,NA,percent_cover_continuous,27.500000000000004,0.01818181818181818,NA
