Species,Plot,Year,Site,PercCover,AbundClass,PlotPercCov,RelPercCover,Family
Agapanthus walshii,LB2_80,1993,langeberg,2.5,NA,190.7,0.0131095962244363,AGAPANTHACEAE
Agapanthus walshii,LB2_95,1993,langeberg,2.5,NA,268,0.00932835820895522,AGAPANTHACEAE
Agapanthus walshii,HK_53,1978,hangklip,0.1,NA,90.5,0.00110497237569061,AGAPANTHACEAE
Agapanthus walshii,LB2_79,1993,langeberg,2.5,NA,233.2,0.0107204116638079,AGAPANTHACEAE
Agapanthus walshii,LB2_105,1993,langeberg,2.5,NA,203.3,0.0122970978848992,AGAPANTHACEAE
Agapanthus walshii,LB2_82,1993,langeberg,2.5,NA,211,0.0118483412322275,AGAPANTHACEAE
Agapanthus walshii,HK_151,1978,hangklip,0.1,NA,55.4,0.00180505415162455,AGAPANTHACEAE
Agapanthus walshii,LB2_88,1993,langeberg,2.5,NA,138.4,0.0180635838150289,AGAPANTHACEAE
Agathosma anomala,HK_6,1978,hangklip,0.1,NA,61.2,0.00163398692810458,RUTACEAE
Agathosma anomala,HK_29,1978,hangklip,0.1,NA,64,0.0015625,RUTACEAE
Agathosma betulina,CB_22,1996,cederberg,0.1,NA,145.9,0.000685400959561343,RUTACEAE
Agathosma bicolor,CB_125,1996,cederberg,0.1,NA,26.3,0.00380228136882129,RUTACEAE
Agathosma bifida,HK_131,1978,hangklip,0.1,NA,24.5,0.00408163265306122,RUTACEAE
Agathosma bifida,CP_92,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma bifida,HK_132,1978,hangklip,0.1,NA,22.2,0.0045045045045045,RUTACEAE
Agathosma bifida,HK_32,1978,hangklip,0.1,NA,58.9,0.00169779286926995,RUTACEAE
Agathosma bifida,LB1_1,1993,langeberg,15,NA,448.2,0.0334672021419009,RUTACEAE
Agathosma bisulca,CB_86,1996,cederberg,15,NA,109,0.137614678899083,RUTACEAE
Agathosma capensis,CB_94,1996,cederberg,0.1,NA,14.4,0.00694444444444444,RUTACEAE
Agathosma capensis,BK_19_a,2011,baviaanskloof,10,NA,115.1,0.0868809730668983,RUTACEAE
Agathosma capensis,BK_71_b,2011,baviaanskloof,1,NA,112.4,0.00889679715302491,RUTACEAE
Agathosma capensis,CB_144,1996,cederberg,2.5,NA,69.2,0.0361271676300578,RUTACEAE
Agathosma capensis,BK_27_a,2011,baviaanskloof,1,NA,132.4,0.00755287009063444,RUTACEAE
Agathosma capensis,BK_81,1992,baviaanskloof,0.5,NA,80.1,0.00624219725343321,RUTACEAE
Agathosma capensis,CP_28,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma capensis,BK_72,1992,baviaanskloof,1,NA,72,0.0138888888888889,RUTACEAE
Agathosma capensis,BK_110,1992,baviaanskloof,5,NA,57,0.087719298245614,RUTACEAE
Agathosma capensis,BK_62_a,2011,baviaanskloof,0.5,NA,93.7,0.00533617929562433,RUTACEAE
Agathosma capensis,BK_17,1992,baviaanskloof,2,NA,71.1,0.0281293952180028,RUTACEAE
Agathosma capensis,BK_83,1992,baviaanskloof,1,NA,77.6,0.0128865979381443,RUTACEAE
Agathosma capensis,BK_27_b,2011,baviaanskloof,1,NA,104.8,0.00954198473282443,RUTACEAE
Agathosma capensis,BK_113,1992,baviaanskloof,4,NA,63.5,0.062992125984252,RUTACEAE
Agathosma capensis,CB_88,1996,cederberg,0.1,NA,61.1,0.0016366612111293,RUTACEAE
Agathosma capensis,BK_81_a,2011,baviaanskloof,3,NA,145.2,0.0206611570247934,RUTACEAE
Agathosma capensis,CB_142,1996,cederberg,0.1,NA,83.9,0.00119189511323004,RUTACEAE
Agathosma capensis,BK_120,1992,baviaanskloof,2,NA,100,0.02,RUTACEAE
Agathosma capensis,CB_43,1996,cederberg,0.1,NA,77.1,0.0012970168612192,RUTACEAE
Agathosma capensis,BK_119,1992,baviaanskloof,0.5,NA,79.5,0.00628930817610063,RUTACEAE
Agathosma capensis,BK_4_a,2011,baviaanskloof,5,NA,84.9,0.0588928150765607,RUTACEAE
Agathosma capensis,BK_4,1992,baviaanskloof,0.5,NA,46.2,0.0108225108225108,RUTACEAE
Agathosma capensis,CB_109,1996,cederberg,0.1,NA,93.9,0.00106496272630458,RUTACEAE
Agathosma capensis,BK_82_b,2011,baviaanskloof,1,NA,92.3,0.0108342361863489,RUTACEAE
Agathosma capensis,BK_27,1992,baviaanskloof,1,NA,100.6,0.0099403578528827,RUTACEAE
Agathosma capensis,BK_82_a,2011,baviaanskloof,0.2,NA,89.4,0.00223713646532438,RUTACEAE
Agathosma capensis,BK_81_b,2011,baviaanskloof,3,NA,132.2,0.0226928895612708,RUTACEAE
Agathosma capensis,BK_17_b,2011,baviaanskloof,1,NA,96.8,0.0103305785123967,RUTACEAE
Agathosma capensis,CB_93,1996,cederberg,2.5,NA,116.3,0.0214961306964746,RUTACEAE
Agathosma capensis,BK_16_b,2011,baviaanskloof,5,NA,124.8,0.0400641025641026,RUTACEAE
Agathosma capensis,BK_4_b,2011,baviaanskloof,4,NA,85,0.0470588235294118,RUTACEAE
Agathosma capensis,BK_17_a,2011,baviaanskloof,1,NA,105.3,0.00949667616334283,RUTACEAE
Agathosma capensis,BK_110_a,2011,baviaanskloof,2,NA,84.6,0.0236406619385343,RUTACEAE
Agathosma capensis,CB_91,1996,cederberg,0.1,NA,29.2,0.00342465753424658,RUTACEAE
Agathosma capensis,CP_45,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma capensis,CB_54,1996,cederberg,0.1,NA,173.9,0.000575043128234618,RUTACEAE
Agathosma capensis,BK_16_a,2011,baviaanskloof,1,NA,136.2,0.00734214390602056,RUTACEAE
Agathosma capensis,BK_38,1992,baviaanskloof,0.5,NA,66.7,0.00749625187406297,RUTACEAE
Agathosma capensis,BK_19_b,2011,baviaanskloof,20,NA,111.6,0.17921146953405,RUTACEAE
Agathosma capensis,BK_113_a,2011,baviaanskloof,1,NA,74.4,0.0134408602150538,RUTACEAE
Agathosma capensis,BK_71_a,2011,baviaanskloof,1,NA,109.5,0.0091324200913242,RUTACEAE
Agathosma capensis,CB_90,1996,cederberg,2.5,NA,89,0.0280898876404494,RUTACEAE
Agathosma capensis,BK_19,1992,baviaanskloof,2,NA,57.6,0.0347222222222222,RUTACEAE
Agathosma capensis,CB_87,1996,cederberg,0.1,NA,68.8,0.00145348837209302,RUTACEAE
Agathosma capensis,BK_113_b,2011,baviaanskloof,1,NA,82.1,0.0121802679658953,RUTACEAE
Agathosma capensis,BK_110_b,2011,baviaanskloof,2,NA,95.9,0.0208550573514077,RUTACEAE
Agathosma capensis,CB_120,1996,cederberg,2.5,NA,78.6,0.0318066157760814,RUTACEAE
Agathosma capensis,BK_119_b,2011,baviaanskloof,0.2,NA,132.1,0.00151400454201363,RUTACEAE
Agathosma capensis,BK_76,1992,baviaanskloof,2,NA,116.9,0.0171086398631309,RUTACEAE
Agathosma capensis,LB2_75,1993,langeberg,0.1,NA,215.7,0.000463606861381548,RUTACEAE
Agathosma capensis,CB_27,1996,cederberg,2.5,NA,103.5,0.0241545893719807,RUTACEAE
Agathosma cerefolium,LB1_100,1993,langeberg,15,NA,265.8,0.0564334085778781,RUTACEAE
Agathosma cerefolium,LB1_101,1993,langeberg,37.5,NA,325.3,0.115278204734092,RUTACEAE
Agathosma cerefolium,LB1_102,1993,langeberg,15,NA,350.2,0.0428326670474015,RUTACEAE
Agathosma cerefolium,LB1_114,1993,langeberg,2.5,NA,282.8,0.00884016973125884,RUTACEAE
Agathosma cerefolium,LB1_24,1993,langeberg,15,NA,272.9,0.0549651887138146,RUTACEAE
Agathosma cerefolium,LB1_103,1993,langeberg,2.5,NA,300.3,0.00832500832500832,RUTACEAE
Agathosma ciliaris,CP_2,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma ciliaris,CP_99,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_99,2010,cape_point,1.2,2,66.68,0.017996400719856,RUTACEAE
Agathosma ciliaris,CP_45,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_2,2010,cape_point,0.3,1,73.26,0.00409500409500409,RUTACEAE
Agathosma ciliaris,CP_4,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma ciliaris,CP_98,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_2,1996,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma ciliaris,CP_100,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_1,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma ciliaris,CP_95,2010,cape_point,0.05,1,80.22,0.0006232859636001,RUTACEAE
Agathosma ciliaris,CP_26,2010,cape_point,0.3,2,75.45,0.00397614314115308,RUTACEAE
Agathosma ciliaris,HK_86,1978,hangklip,0.1,NA,33.4,0.0029940119760479,RUTACEAE
Agathosma ciliaris,CP_1,2010,cape_point,0.05,1,42.6003,0.00117370065469023,RUTACEAE
Agathosma ciliaris,CP_98,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_12,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_44,2010,cape_point,0.21,2,71.155,0.0029513034923758,RUTACEAE
Agathosma ciliaris,CP_8,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_25,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma ciliaris,CP_68,1996,cape_point,NA,4,NA,NA,RUTACEAE
Agathosma ciliaris,HK_90,1978,hangklip,0.1,NA,11.5,0.00869565217391304,RUTACEAE
Agathosma ciliaris,CP_4,2010,cape_point,0.3,2,78.51,0.00382116927779901,RUTACEAE
Agathosma crenulata,LB1_102,1993,langeberg,15,NA,350.2,0.0428326670474015,RUTACEAE
Agathosma distans,CB_138,1996,cederberg,0.1,NA,43.9,0.00227790432801822,RUTACEAE
Agathosma divaricata,CB_109,1996,cederberg,0.1,NA,93.9,0.00106496272630458,RUTACEAE
Agathosma divaricata,CB_39,1996,cederberg,0.1,NA,70.5,0.00141843971631206,RUTACEAE
Agathosma hookeri,CP_62,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_44,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_44,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_62,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma hookeri,CP_57,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_39,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_39,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_61,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_9,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_27,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_59,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_27,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_63,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_87,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_15,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_8,2010,cape_point,0.025,1,71.6402,0.000348966083288433,RUTACEAE
Agathosma hookeri,CP_59,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_57,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_3,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_28,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma hookeri,CP_30,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_87,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma hookeri,CP_8,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma hookeri,CP_63,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_45,2010,cape_point,0.65,3,56.025,0.0116019634091923,RUTACEAE
Agathosma imbricata,CP_75,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_24,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_73,2010,cape_point,0.1,1,108.55,0.000921234454168586,RUTACEAE
Agathosma imbricata,CP_4,2010,cape_point,3.15,3,78.51,0.0401222774168896,RUTACEAE
Agathosma imbricata,CP_82,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_45,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_15,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_82,1996,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,HK_101,1978,hangklip,0.1,NA,37.4,0.00267379679144385,RUTACEAE
Agathosma imbricata,CP_92,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,HK_89,1978,hangklip,0.1,NA,45.4,0.00220264317180617,RUTACEAE
Agathosma imbricata,CP_36,1966,cape_point,NA,4,NA,NA,RUTACEAE
Agathosma imbricata,CP_26,2010,cape_point,0.3,1,75.45,0.00397614314115308,RUTACEAE
Agathosma imbricata,CP_34,2010,cape_point,0.05,1,47,0.00106382978723404,RUTACEAE
Agathosma imbricata,CP_63,2010,cape_point,0.7,2,91.03,0.00768977260243876,RUTACEAE
Agathosma imbricata,CP_10,2010,cape_point,0.6,2,96.9,0.00619195046439628,RUTACEAE
Agathosma imbricata,CP_73,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_63,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_99,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_92,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_81,1996,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_73,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_82,2010,cape_point,3.8,4,79.57,0.0477566922206862,RUTACEAE
Agathosma imbricata,CP_9,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_61,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_61,2010,cape_point,0.3,2,92.505,0.00324306794227339,RUTACEAE
Agathosma imbricata,CP_21,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_76,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_9,2010,cape_point,0.05,1,61.97,0.000806842020332419,RUTACEAE
Agathosma imbricata,CP_10,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_63,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_75,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_12,2010,cape_point,0.6,3,55.68,0.0107758620689655,RUTACEAE
Agathosma imbricata,CP_81,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_94,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_62,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_9,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_94,1996,cape_point,NA,4,NA,NA,RUTACEAE
Agathosma imbricata,CP_8,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_76,2010,cape_point,0.01,1,70.13,0.000142592328532725,RUTACEAE
Agathosma imbricata,CP_44,2010,cape_point,0.15,1,71.155,0.00210807392312557,RUTACEAE
Agathosma imbricata,CP_62,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_42,1996,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_46,2010,cape_point,0.1,1,118.18,0.000846166864105602,RUTACEAE
Agathosma imbricata,CP_24,1996,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_8,2010,cape_point,0.05,1,71.6402,0.000697932166576866,RUTACEAE
Agathosma imbricata,CP_87,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_62,2010,cape_point,0.4,1,124.01,0.00322554632690912,RUTACEAE
Agathosma imbricata,CP_100,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_76,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma imbricata,CP_75,2010,cape_point,0.05,1,89.44,0.000559033989266547,RUTACEAE
Agathosma imbricata,CP_10,1966,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_19,2010,cape_point,1.7,3,49.67,0.0342258908798067,RUTACEAE
Agathosma imbricata,HK_100,1978,hangklip,0.1,NA,39.6,0.00252525252525253,RUTACEAE
Agathosma imbricata,CP_19,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma imbricata,CP_87,1996,cape_point,NA,3,NA,NA,RUTACEAE
Agathosma imbricata,CP_70,1966,cape_point,NA,4,NA,NA,RUTACEAE
Agathosma imbricata,CP_70,1996,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma kougaense,BK_92_a,2011,baviaanskloof,0.2,NA,200.6,0.000997008973080758,RUTACEAE
Agathosma kougaense,BK_92_b,2011,baviaanskloof,0.2,NA,165,0.00121212121212121,RUTACEAE
Agathosma lanceolata,CP_100,1966,cape_point,NA,2,NA,NA,RUTACEAE
Agathosma lanceolata,CP_10,1966,cape_point,NA,1,NA,NA,RUTACEAE
Agathosma martiana,BK_68_a,2011,baviaanskloof,4,NA,99,0.0404040404040404,RUTACEAE
Agathosma martiana,BK_68,1992,baviaanskloof,5,NA,44.5,0.112359550561798,RUTACEAE
Agathosma martiana,BK_113_b,2011,baviaanskloof,1,NA,82.1,0.0121802679658953,RUTACEAE
Agathosma martiana,BK_74_a,2011,baviaanskloof,1,NA,105.2,0.00950570342205323,RUTACEAE
Agathosma martiana,BK_111_b,2011,baviaanskloof,4,NA,58.9,0.067911714770798,RUTACEAE
Agathosma martiana,BK_68_b,2011,baviaanskloof,2,NA,77.7,0.0257400257400257,RUTACEAE
Agathosma martiana,BK_113,1992,baviaanskloof,0.5,NA,63.5,0.0078740157480315,RUTACEAE
Agathosma martiana,BK_113_a,2011,baviaanskloof,1,NA,74.4,0.0134408602150538,RUTACEAE
Agathosma martiana,BK_111_a,2011,baviaanskloof,4,NA,67.1,0.0596125186289121,RUTACEAE
Agathosma martiana,BK_74_b,2011,baviaanskloof,1,NA,101.9,0.0098135426889107,RUTACEAE
Agathosma martiana,BK_111,1992,baviaanskloof,8,NA,65.5,0.122137404580153,RUTACEAE
Agathosma martiana,BK_65,1992,baviaanskloof,3,NA,60.4,0.0496688741721854,RUTACEAE
Agathosma martiana,BK_116,1992,baviaanskloof,3,NA,74.5,0.0402684563758389,RUTACEAE
Agathosma martiana,BK_3,1992,baviaanskloof,4,NA,41.7,0.0959232613908873,RUTACEAE
Agathosma minuta,LB1_53,1993,langeberg,15,NA,210.1,0.0713945740123751,RUTACEAE
Agathosma mucronulata,BK_107,1992,baviaanskloof,1,NA,59.5,0.0168067226890756,RUTACEAE
Agathosma mucronulata,BK_32_b,2011,baviaanskloof,17,NA,94.5,0.17989417989418,RUTACEAE
Agathosma mucronulata,BK_46,1992,baviaanskloof,4,NA,61.6,0.0649350649350649,RUTACEAE
Agathosma mucronulata,BK_116_a,2011,baviaanskloof,2,NA,61.9,0.0323101777059774,RUTACEAE
Agathosma mucronulata,BK_46_b,2011,baviaanskloof,1,NA,101.6,0.00984251968503937,RUTACEAE
Agathosma mucronulata,BK_60_a,2011,baviaanskloof,25,NA,117.7,0.212404418011895,RUTACEAE
Agathosma mucronulata,BK_90,1992,baviaanskloof,6,NA,63.1,0.0950871632329636,RUTACEAE
Agathosma mucronulata,BK_25_b,2011,baviaanskloof,0.5,NA,80,0.00625,RUTACEAE
Agathosma mucronulata,BK_60_b,2011,baviaanskloof,20,NA,107,0.186915887850467,RUTACEAE
Agathosma mucronulata,BK_107_a,2011,baviaanskloof,0.5,NA,107.3,0.00465983224603914,RUTACEAE
Agathosma mucronulata,BK_86_a,2011,baviaanskloof,4,NA,117.7,0.0339847068819031,RUTACEAE
Agathosma mucronulata,BK_75_a,2011,baviaanskloof,0.5,NA,188.6,0.00265111346765642,RUTACEAE
Agathosma mucronulata,BK_104_b,2011,baviaanskloof,2,NA,80.2,0.0249376558603491,RUTACEAE
Agathosma mucronulata,BK_75,1992,baviaanskloof,3,NA,68,0.0441176470588235,RUTACEAE
Agathosma mucronulata,BK_63_a,2011,baviaanskloof,20,NA,106.4,0.18796992481203,RUTACEAE
Agathosma mucronulata,BK_8,1992,baviaanskloof,4,NA,67,0.0597014925373134,RUTACEAE
Agathosma mucronulata,BK_86_b,2011,baviaanskloof,4,NA,121.8,0.0328407224958949,RUTACEAE
Agathosma mucronulata,BK_90_a,2011,baviaanskloof,10,NA,111.6,0.0896057347670251,RUTACEAE
Agathosma mucronulata,BK_32_a,2011,baviaanskloof,15,NA,94.1,0.159404888416578,RUTACEAE
Agathosma mucronulata,BK_18_a,2011,baviaanskloof,10,NA,101.3,0.0987166831194472,RUTACEAE
Agathosma mucronulata,BK_8_a,2011,baviaanskloof,10,NA,99.8,0.100200400801603,RUTACEAE
Agathosma mucronulata,BK_3_b,2011,baviaanskloof,2,NA,71.8,0.0278551532033426,RUTACEAE
Agathosma mucronulata,BK_3_a,2011,baviaanskloof,2,NA,68.7,0.0291120815138282,RUTACEAE
Agathosma mucronulata,BK_18_b,2011,baviaanskloof,8,NA,107.5,0.0744186046511628,RUTACEAE
Agathosma mucronulata,BK_32,1992,baviaanskloof,20,NA,63.1,0.316957210776545,RUTACEAE
Agathosma mucronulata,BK_109_b,2011,baviaanskloof,1,NA,81.8,0.0122249388753056,RUTACEAE
Agathosma mucronulata,BK_59_b,2011,baviaanskloof,0.5,NA,113.7,0.00439753737906772,RUTACEAE
Agathosma mucronulata,BK_63_b,2011,baviaanskloof,20,NA,113.9,0.175592625109745,RUTACEAE
Agathosma mucronulata,BK_11_b,2011,baviaanskloof,10,NA,98.6,0.101419878296146,RUTACEAE
Agathosma mucronulata,BK_90_b,2011,baviaanskloof,10,NA,103,0.0970873786407767,RUTACEAE
Agathosma mucronulata,BK_25_a,2011,baviaanskloof,6,NA,81.4,0.0737100737100737,RUTACEAE
Agathosma mucronulata,BK_63,1992,baviaanskloof,2,NA,70,0.0285714285714286,RUTACEAE
Agathosma mucronulata,BK_88,1992,baviaanskloof,3,NA,80.2,0.0374064837905237,RUTACEAE
Agathosma mucronulata,BK_75_b,2011,baviaanskloof,0.5,NA,184.1,0.00271591526344378,RUTACEAE
Agathosma mucronulata,BK_86,1992,baviaanskloof,3,NA,60.1,0.0499168053244592,RUTACEAE
Agathosma mucronulata,BK_46_a,2011,baviaanskloof,2,NA,109.3,0.0182982616651418,RUTACEAE
Agathosma mucronulata,BK_109_a,2011,baviaanskloof,1,NA,89.5,0.0111731843575419,RUTACEAE
Agathosma mucronulata,BK_11_a,2011,baviaanskloof,8,NA,97.6,0.0819672131147541,RUTACEAE
Agathosma mucronulata,BK_8_b,2011,baviaanskloof,8,NA,81.8,0.097799511002445,RUTACEAE
Agathosma mucronulata,BK_95,1992,baviaanskloof,2,NA,69.5,0.0287769784172662,RUTACEAE
Agathosma mucronulata,BK_74,1992,baviaanskloof,1,NA,89,0.0112359550561798,RUTACEAE
Agathosma mucronulata,BK_60,1992,baviaanskloof,10,NA,58,0.172413793103448,RUTACEAE
Agathosma mucronulata,BK_11,1992,baviaanskloof,10,NA,26.6,0.37593984962406,RUTACEAE
Agathosma mucronulata,BK_116_b,2011,baviaanskloof,2,NA,51.7,0.0386847195357834,RUTACEAE
Agathosma mucronulata,BK_18,1992,baviaanskloof,15,NA,77,0.194805194805195,RUTACEAE
Agathosma mundtii,BK_10_b,2011,baviaanskloof,5,NA,98.1,0.0509683995922528,RUTACEAE
Agathosma mundtii,BK_37,1992,baviaanskloof,7,NA,73.1,0.0957592339261286,RUTACEAE
Agathosma mundtii,BK_17,1992,baviaanskloof,5,NA,71.1,0.070323488045007,RUTACEAE
Agathosma mundtii,BK_91_b,2011,baviaanskloof,2,NA,133,0.0150375939849624,RUTACEAE
Agathosma mundtii,BK_95_b,2011,baviaanskloof,0.5,NA,132.1,0.00378501135503407,RUTACEAE
Agathosma mundtii,BK_93,1992,baviaanskloof,1,NA,95,0.0105263157894737,RUTACEAE
Agathosma mundtii,BK_38,1992,baviaanskloof,3,NA,66.7,0.0449775112443778,RUTACEAE
Agathosma mundtii,BK_95_a,2011,baviaanskloof,0.5,NA,130.1,0.00384319754035357,RUTACEAE
Agathosma mundtii,BK_85,1992,baviaanskloof,0.5,NA,78.6,0.00636132315521629,RUTACEAE
Agathosma mundtii,BK_95,1992,baviaanskloof,0.5,NA,69.5,0.00719424460431655,RUTACEAE
Agathosma mundtii,BK_97,1992,baviaanskloof,1,NA,85.8,0.0116550116550117,RUTACEAE
Agathosma mundtii,BK_38_a,2011,baviaanskloof,2,NA,90.1,0.0221975582685905,RUTACEAE
Agathosma mundtii,BK_29_a,2011,baviaanskloof,2,NA,113.5,0.0176211453744493,RUTACEAE
Agathosma mundtii,BK_37_b,2011,baviaanskloof,25,NA,149.7,0.167000668002672,RUTACEAE
Agathosma mundtii,BK_98_b,2011,baviaanskloof,0.2,NA,95.4,0.00209643605870021,RUTACEAE
Agathosma mundtii,BK_38_b,2011,baviaanskloof,2,NA,92.7,0.0215749730312837,RUTACEAE
Agathosma mundtii,BK_94,1992,baviaanskloof,1,NA,122,0.00819672131147541,RUTACEAE
Agathosma mundtii,BK_29,1992,baviaanskloof,2,NA,58.5,0.0341880341880342,RUTACEAE
Agathosma mundtii,BK_10_a,2011,baviaanskloof,5,NA,99.6,0.0502008032128514,RUTACEAE
Agathosma mundtii,BK_6_b,2011,baviaanskloof,0.5,NA,102.7,0.00486854917234664,RUTACEAE
Agathosma mundtii,BK_29_b,2011,baviaanskloof,2,NA,121.7,0.0164338537387017,RUTACEAE
Agathosma mundtii,BK_91_a,2011,baviaanskloof,1,NA,122.5,0.00816326530612245,RUTACEAE
Agathosma mundtii,BK_37_a,2011,baviaanskloof,25,NA,150.4,0.166223404255319,RUTACEAE
Agathosma orbicularis,LB1_105,1993,langeberg,2.5,NA,302.8,0.00825627476882431,RUTACEAE
Agathosma ovata,LB1_51,1993,langeberg,2.5,NA,150.6,0.0166002656042497,RUTACEAE
Agathosma ovata,BK_106,1992,baviaanskloof,3,NA,60.6,0.0495049504950495,RUTACEAE
Agathosma ovata,LB2_60,1993,langeberg,2.5,NA,90.3,0.0276854928017719,RUTACEAE
Agathosma ovata,BK_51_b,2011,baviaanskloof,4,NA,95.3,0.0419727177334732,RUTACEAE
Agathosma ovata,BK_39_b,2011,baviaanskloof,2,NA,128.4,0.0155763239875389,RUTACEAE
Agathosma ovata,BK_6_b,2011,baviaanskloof,1,NA,102.7,0.00973709834469328,RUTACEAE
Agathosma ovata,BK_29,1992,baviaanskloof,1,NA,58.5,0.0170940170940171,RUTACEAE
Agathosma ovata,BK_106_b,2011,baviaanskloof,75,NA,116.2,0.645438898450947,RUTACEAE
Agathosma ovata,BK_51_a,2011,baviaanskloof,4,NA,93.5,0.0427807486631016,RUTACEAE
Agathosma ovata,LB2_59,1993,langeberg,2.5,NA,122.8,0.0203583061889251,RUTACEAE
